"SubscriptionItemID","SubscriptionID","SubscriptionItemType","SubscriptionItemName","ProductID","VariationID","ProductSKU","Quantity","LineSubtotal","LineSubtotalTax","LineTotal","LineTotalTax","TaxClass","LineTaxData"
"74","2787","line_item","Altijd Aard'g • Starter Abonnement - 1 jaar","1049","2782",NULL,"1","19.95","0.00","19.95","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"78","2807","line_item","Altijd Aard'g • Starter Abonnement - 1 jaar","1049","2782",NULL,"1","19.95","0.00","19.95","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"82","2830","line_item","Altijd Aard'g • Starter Abonnement - 1 jaar","1049","2782",NULL,"1","19.95","0.00","19.95","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"86","2862","line_item","Altijd Aard'g • Starter Abonnement - 1 jaar","1049","2782",NULL,"1","19.95","0.00","19.95","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"120","2959","line_item","Altijd Aard'g • Starter Abonnement - 1 jaar","1049","2782",NULL,"1","19.95","0.00","19.95","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"210","3074","line_item","Altijd Aard'g • Starter Abonnement - 1 jaar","1049","2782",NULL,"1","19.95","0.00","19.95","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"224","3085","line_item","Altijd Aard'g • Pro Abonnement - Half jaar","1050","2779",NULL,"1","39.95","0.00","39.95","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"269","3119","line_item","Altijd Aard'g • Starter Abonnement - 1 jaar","1049","2782",NULL,"1","19.95","0.00","19.95","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"279","3132","line_item","Altijd Aard'g • Starter Abonnement - 1 jaar","1049","2782",NULL,"1","19.95","0.00","19.95","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"299","3156","line_item","Altijd Aard'g • Pro Abonnement - 1 jaar","1050","2780",NULL,"1","34.95","0.00","34.95","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"313","3168","line_item","Altijd Aard'g • Starter Abonnement - Half jaar","1049","2781",NULL,"1","24.95","0.00","24.95","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"319","3173","line_item","Altijd Aard'g • Starter Abonnement - 1 jaar","1049","2782",NULL,"1","19.95","0.00","19.95","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"335","3310","line_item","Altijd Aard'g • Starter Abonnement - 1 jaar","1049","2782",NULL,"1","19.95","0.00","19.95","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"344","3320","line_item","Altijd Aard'g • Starter Abonnement - 1 jaar","1049","2782",NULL,"1","19.95","0.00","19.95","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"355","3345","line_item","Altijd Aard'g • Starter Abonnement - 1 jaar","1049","2782",NULL,"1","19.95","0.00","19.95","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"373","3443","line_item","Altijd Aard'g • Starter Abonnement - 1 jaar","1049","2782",NULL,"1","19.95","0.00","19.95","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"379","3450","line_item","Altijd Aard'g • Starter Abonnement - Half jaar","1049","2781",NULL,"1","24.95","0.00","24.95","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"402","3612","line_item","Altijd Aard'g • Starter Abonnement - 1 jaar","1049","2782",NULL,"1","19.95","0.00","19.95","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"408","3622","line_item","Altijd Aard'g • Starter Abonnement - 1 jaar","1049","2782",NULL,"1","19.95","0.00","19.95","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"413","3640","line_item","Altijd Aard'g • Pro Abonnement - 1 jaar","1050","2780",NULL,"1","34.95","0.00","34.95","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"448","4083","line_item","Altijd Aard'g • Starter Abonnement - 1 jaar","1049","2782",NULL,"1","19.95","0.00","19.95","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"571","4696","line_item","Ochtend Kombucha - Twee","4093","4094",NULL,"1","19.99","0.00","19.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"501","4796","line_item","Ochtend Kombucha - Twee","4093","4094",NULL,"1","19.99","0.00","19.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"15550","4878","line_item","4x 1L Kombucha Original Abonnement","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"162696","4889","line_item","Waterkefir Original Abonnement (4x 1L)","11155","0",NULL,"1","0.00","0.00","0.00","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"551","4916","line_item","Ochtend Kombucha - Vier","4093","4095",NULL,"1","28.99","0.00","28.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"631","5224","line_item","Ochtend Kombucha - Vier","4093","4095",NULL,"1","25.99","0.00","25.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"664","5623","line_item","Ochtend Kefir - Vier","4106","4108",NULL,"1","27.99","0.00","27.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"670","5733","line_item","Ochtend Kombucha - Zes","4093","4096",NULL,"1","32.99","0.00","32.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"732","6232","line_item","Aard'g Standaard • Ochtend Mix","5406","0",NULL,"1","26.99","0.00","26.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"745","6285","line_item","Aard'g Standaard  • Regelmaat Kombucha","5388","0",NULL,"1","25.99","0.00","25.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"966","6306","line_item","Aard'g Eenvoudig • Ochtend Kefir","5400","0",NULL,"1","15.99","0.00","15.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"758","6320","line_item","Aard'g Eenvoudig • Ochtend Kombucha","5387","0",NULL,"1","14.99","0.00","14.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"766","6349","line_item","Ochtend Kefir - Vier","4106","4108",NULL,"1","27.99","0.00","27.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"772","6374","line_item","Aard'g Regelmaat • Ochtend Kefir","5401","0",NULL,"1","27.99","0.00","27.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"785","6428","line_item","Aard'g Eenvoudig • Ochtend Mix","5405","0",NULL,"1","15.49","0.00","15.49","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"828","6654","line_item","Aard'g Standaard  • Regelmaat Kombucha","5388","0",NULL,"1","25.99","0.00","25.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"834","6681","line_item","Aard'g Eenvoudig • Ochtend Mix","5405","0",NULL,"1","15.49","0.00","15.49","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"854","6803","line_item","Aard'g Regelmaat • Ochtend Mix","5406","0",NULL,"1","26.99","0.00","26.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"884","6987","line_item","Aard'g Eenvoudig • Ochtend Mix","5405","0",NULL,"1","15.49","0.00","15.49","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"10372","7056","line_item","4x 1L Kombucha Original Abonnement","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"1842","7074","line_item","Mix Abonnement (2x 1L Waterkefir, 2x 1L Kombucha)","11159","0",NULL,"1","29.99","0.00","0.00","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"1791","7398","line_item","Mix Abonnement (2x 1L Waterkefir, 2x 1L Kombucha)","11159","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"1904","7539","line_item","Kombucha Abonnement (4x 1 Liter per 2 maanden)","12280","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"957","7806","line_item","Aard'g Eenvoudig • Ochtend Mix","5405","0",NULL,"1","15.49","0.00","15.49","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"971","7875","line_item","Aard'g Eenvoudig • Ochtend Kombucha","5387","0",NULL,"1","14.99","0.00","11.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"1007","8106","line_item","Aard'g Serieus • Ochtend Kombucha","5389","0",NULL,"1","32.99","0.00","32.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"1025","8400","line_item","Aard'g Standaard  • Regelmaat Kombucha","5388","0",NULL,"1","25.99","0.00","25.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"1702","9930","line_item","Kombucha Abonnement (4x 1 Liter per 2 maanden)","12280","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"1510","10420","line_item","Aard'g Kombucha • 4 flessen • Abonnement","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"29535","10523","line_item","4x 1L Waterkefir Original Abonnement","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"1548","10546","line_item","Aard'g Kombucha • 4 flessen • Abonnement","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"1554","10584","line_item","Aard'g Kombucha • 4 flessen • Abonnement","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"1558","10606","line_item","Aard'g Kombucha • 4 flessen • Abonnement","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"1562","10628","line_item","Aard'g Kombucha • 4 flessen • Abonnement","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"1573","10695","line_item","Aard'g Kombucha • 4 flessen • Abonnement","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"85977","10839","line_item","Probiotica Ampullen Abonnement (28x 9ml)","47390","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"49651","10855","line_item","4x 1L Waterkefir Original Abonnement","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"1601","10961","line_item","Aard'g Kombucha • 4 flessen • Abonnement","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"1605","10982","line_item","Aard'g Kombucha • 4 flessen • Abonnement","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"1615","11018","line_item","Aard'g Kombucha • 4 flessen • Abonnement","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"1619","11032","line_item","Aard'g Kombucha • 4 flessen • Abonnement","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"1623","11066","line_item","Aard'g Kombucha • 4 flessen • Abonnement","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"1633","11144","line_item","Aard'g Kombucha • 4 flessen • Abonnement","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"1637","11170","line_item","Aard'g Kefir + Kombucha • 2 + 2 flessen • Mix Abonnement","11159","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"1641","11188","line_item","Aard'g Kombucha • 4 flessen • Abonnement","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"132506","11247","line_item","Waterkefir Original Abonnement (4x 1L)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"1651","11260","line_item","Aard'g Kombucha • 4 flessen • Abonnement","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"1661","11585","line_item","Kombucha Abonnement (4x 1 Liter)","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"1667","11898","line_item","Kombucha Abonnement (4x 1 Liter)","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"7711","12169","line_item","Waterkefir Original Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"15551","12295","line_item","4x 1L Kombucha Original Abonnement","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"1911","14241","line_item","Kombucha Abonnement (4x 1 Liter)","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"15552","14440","line_item","4x 1L Kombucha Original Abonnement","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"2162","14705","line_item","Kombucha Abonnement (4x 1 Liter)","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2173","14715","line_item","Kombucha Abonnement (4x 1 Liter)","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2177","14718","line_item","Kombucha Abonnement (4x 1 Liter)","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2208","14745","line_item","Kombucha Abonnement (4x 1 Liter)","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2215","14752","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2233","14769","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2248","14783","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2252","14786","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"172063","14788","line_item","Originals Mix Abonnement (4x 1L)","11159","0",NULL,"1","31.99","0.00","31.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"2256","14790","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2262","14796","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"10667","14801","line_item","2x 2L Mix Abonnement","11159","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"2272","14804","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2274","14806","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2278","14809","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"105405","14809","line_item","Probiotica Ampullen Abonnement (28x 9ml)","47390","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"2280","14811","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"86495","14816","line_item","Probiotica Ampullen Abonnement (28x 9ml)","47390","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"2287","14817","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2293","14822","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"75375","14824","line_item","28x 9ml Probiotica Ampullen Abonnement","47390","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"2302","14831","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"5770","14833","line_item","Mix Abonnement (2x 2 Liter)","11159","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"2306","14835","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2308","14837","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2315","14844","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2323","14849","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2330","14854","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2338","14859","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2433","15081","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2445","15113","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2451","15127","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2532","15220","line_item","Waterkefir Original Abonnement (4x 1L)","11155","0",NULL,"1","19.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2595","15274","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2636","15313","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2683","15358","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2691","15365","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"2","59.98","0.00","59.98","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2721","15391","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2762","15435","line_item","Kombucha Abonnement (4x 1 Liter)","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2898","15585","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"2937","15617","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"3187","15845","line_item","Kombucha Abonnement (4x 1 Liter)","10371","0",NULL,"3","89.97","0.00","89.97","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"5765","16114","line_item","Mix Abonnement (2x 2 Liter)","11159","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"3515","16116","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"18341","16131","line_item","4x 1L Originals Mix Abonnement (2x2)","11159","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"3537","16133","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"147578","16176","line_item","Frisdrank Mix Abonnement (12x 250ml )","20233","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"154273","16176","line_item","Waterkefir Original Abonnement (4x 1L)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"3574","16180","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"3614","16251","line_item","Waterkefir Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"3623","16259","line_item","Waterkefir Original Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"3709","16330","line_item","Waterkefir Original Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"3728","16348","line_item","Kombucha Original Abonnement (4x 1 Liter)","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"3737","16355","line_item","Kombucha Original Abonnement (4x 1 Liter)","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"3799","16403","line_item","Kombucha Original Abonnement (4x 1 Liter)","10371","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"5952","16407","line_item","Waterkefir Original Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"3815","16418","line_item","Waterkefir Original Abonnement (4x 1 Liter)","11155","0",NULL,"2","59.98","0.00","59.98","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"9064","16418","line_item","4x 1L Kombucha Original Abonnement","10371","0",NULL,"2","59.98","0.00","59.98","0.00",,"a:2:{s:8:""subtotal"";a:0:{}s:5:""total"";a:0:{}}"
"3826","16429","line_item","Waterkefir Original Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"3830","16433","line_item","Waterkefir Original Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
"3865","16464","line_item","Waterkefir Original Abonnement (4x 1 Liter)","11155","0",NULL,"1","29.99","0.00","29.99","0.00",,"a:2:{s:5:""total"";a:0:{}s:8:""subtotal"";a:0:{}}"
