"SubscriptionShippingID","SubscriptionID","ShippingMethodName","ShippingCost","ShippingTax"
"73","2787","Vast Tarief","3.95","0.00"
"77","2807","Vast Tarief","3.95","0.00"
"81","2830","Vast Tarief","3.95","0.00"
"85","2862","Vast Tarief","3.95","0.00"
"119","2959","Vast Tarief","3.95","0.00"
"209","3074","Vast Tarief","3.95","0.00"
"223","3085","Vast Tarief","3.95","0.00"
"268","3119","Vast Tarief","3.95","0.00"
"278","3132","Vast Tarief","3.95","0.00"
"298","3156","Vast Tarief","3.95","0.00"
"312","3168","Vast Tarief","3.95","0.00"
"318","3173","Vast Tarief","3.95","0.00"
"334","3310","Vast Tarief","3.95","0.00"
"343","3320","Vast Tarief","3.95","0.00"
"354","3345","Vast Tarief","3.95","0.00"
"372","3443","Vast Tarief","3.95","0.00"
"378","3450","Vast Tarief","3.95","0.00"
"401","3612","Vast Tarief","3.95","0.00"
"407","3622","Vast Tarief","3.95","0.00"
"412","3640","Vast Tarief","3.95","0.00"
"447","4083","Vast Tarief","3.95","0.00"
"572","4696","Vast Tarief","3.95","0.00"
"500","4796","Vast Tarief","3.95","0.00"
"1847","4878","Gratis Verzending twv 6,95","0.00","0.00"
"163735","4889","Verzendkosten","0.00","0.00"
"550","4916","Vast Tarief","3.95","0.00"
"630","5224","Vast Tarief","3.95","0.00"
"663","5623","Vast Tarief","3.99","0.00"
"669","5733","Vast Tarief","3.99","0.00"
"731","6232","Vast Tarief","3.99","0.00"
"744","6285","Vast Tarief","3.99","0.00"
"750","6306","Vast Tarief","3.99","0.00"
"757","6320","Vast Tarief","3.99","0.00"
"765","6349","Vast Tarief","3.99","0.00"
"771","6374","Vast Tarief","3.99","0.00"
"784","6428","Vast Tarief","3.99","0.00"
"827","6654","Vast Tarief","3.99","0.00"
"833","6681","Vast Tarief","3.99","0.00"
"853","6803","Vast Tarief","3.99","0.00"
"883","6987","Vast Tarief","3.99","0.00"
"1849","7056","Gratis verzending twv 6,95","0.00","0.00"
"909","7398","Gratis verzending t.w.v. 6,95","0.00","0.00"
"1905","7539","Gratis verzending twv 6,95","0.00","0.00"
"956","7806","Vast Tarief","3.99","0.00"
"970","7875","Vast Tarief","3.99","0.00"
"1006","8106","Vast Tarief","6.99","0.00"
"1024","8400","Vast Tarief","3.99","0.00"
"1422","9930","Gratis verzending (t.w.v. €6,95)","0.00","0.00"
"1509","10420","Gratis verzending (t.w.v. €6,95)","0.00","0.00"
"1535","10523","Gratis verzending (t.w.v. €6,95)","0.00","0.00"
"1547","10546","Gratis verzending (t.w.v. €6,95)","0.00","0.00"
"1553","10584","Gratis verzending (t.w.v. €6,95)","0.00","0.00"
"1557","10606","Gratis verzending (t.w.v. €6,95)","0.00","0.00"
"1561","10628","Gratis verzending (t.w.v. €6,95)","0.00","0.00"
"1572","10695","Gratis verzending (t.w.v. €6,95)","0.00","0.00"
"103305","10839","Verzendkosten","3.99","0.00"
"103306","10855","Verzendkosten","3.99","0.00"
"1600","10961","Gratis verzending (t.w.v. €6,95)","0.00","0.00"
"1604","10982","Gratis verzending (t.w.v. €6,95)","0.00","0.00"
"1614","11018","Gratis verzending (t.w.v. €6,95)","0.00","0.00"
"1618","11032","Gratis verzending (t.w.v. €6,95)","0.00","0.00"
"1622","11066","Gratis verzending (t.w.v. €6,95)","0.00","0.00"
"1632","11144","Gratis verzending (t.w.v. €9,80)","0.00","0.00"
"1636","11170","Gratis verzending (t.w.v. €6,95)","0.00","0.00"
"103307","11188","Verzendkosten","3.99","0.00"
"103308","11247","Verzendkosten","3.99","0.00"
"1650","11260","Gratis verzending (t.w.v. €6,95)","0.00","0.00"
"1660","11585","Gratis verzending (t.w.v. €9,80)","0.00","0.00"
"1666","11898","Gratis verzending (t.w.v. €6,95)","0.00","0.00"
"103309","12169","Verzendkosten","3.99","0.00"
"1692","12295","Gratis verzending (t.w.v. €6,95)","0.00","0.00"
"103310","14241","Verzendkosten","3.99","0.00"
"103311","14718","Verzendkosten","3.99","0.00"
"103312","14752","Verzendkosten","3.99","0.00"
"103313","14788","Verzendkosten","3.99","0.00"
"103314","14790","Verzendkosten","3.99","0.00"
"103315","14809","Verzendkosten","3.99","0.00"
"103316","14816","Verzendkosten","3.99","0.00"
"103317","14824","Verzendkosten","3.99","0.00"
"103318","14833","Verzendkosten","3.99","0.00"
"103319","14854","Verzendkosten","3.99","0.00"
"103320","15081","Verzendkosten","3.99","0.00"
"103321","15220","Verzendkosten","3.99","0.00"
"103322","16131","Verzendkosten","3.99","0.00"
"103323","16176","Verzendkosten","3.99","0.00"
"103324","16494","Verzendkosten","3.99","0.00"
"103325","16586","Verzendkosten","3.99","0.00"
"103326","16617","Verzendkosten","3.99","0.00"
"103327","16634","Verzendkosten","3.99","0.00"
"103328","16636","Verzendkosten","3.99","0.00"
"103329","16646","Verzendkosten","3.99","0.00"
"103330","16664","Verzendkosten","3.99","0.00"
"103331","16688","Verzendkosten","3.99","0.00"
"103332","16695","Verzendkosten","3.99","0.00"
"4157","16721","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"4183","16733","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"4187","16735","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"4200","16741","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"4237","16760","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"4280","16781","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"4293","16787","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"4299","16790","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103333","16795","Verzendkosten","3.99","0.00"
"4318","16800","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"4332","16807","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"4370","16824","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"4374","16826","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"4389","16833","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"4417","16848","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"4467","16880","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103334","16886","Verzendkosten","3.99","0.00"
"4512","16902","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"4516","16904","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"4532","16912","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"4559","16924","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103335","16932","Verzendkosten","3.99","0.00"
"103336","16956","Verzendkosten","3.99","0.00"
"4624","16963","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"4665","16981","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103337","16989","Verzendkosten","3.99","0.00"
"103338","16996","Verzendkosten","3.99","0.00"
"4708","17002","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"4714","17005","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"4801","17045","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"4817","17053","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"4824","17057","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"4896","17093","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"4934","17107","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"4963","17121","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103339","17126","Verzendkosten","3.99","0.00"
"5008","17143","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103340","17145","Verzendkosten","3.99","0.00"
"5037","17156","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103341","17168","Verzendkosten","3.99","0.00"
"5085","17176","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"5129","17196","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"5143","17204","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"5178","17252","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"5190","17295","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"5213","17304","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"5250","17319","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"5262","17325","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"5349","17547","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103342","17552","Verzendkosten","3.99","0.00"
"5369","17556","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"5389","17566","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"5500","17617","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"5554","17717","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"5595","17735","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"5607","17742","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"5611","17744","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"5630","17805","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"5672","17835","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"5693","17847","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"5738","17982","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103343","17994","Verzendkosten","3.99","0.00"
"5777","18037","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103344","18043","Verzendkosten","3.99","0.00"
"5787","18045","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"5816","18091","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"5844","18105","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"5853","18110","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103345","18114","Verzendkosten","3.99","0.00"
"5903","18136","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"5957","18158","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103346","18208","Verzendkosten","3.99","0.00"
"6051","18236","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"103347","18309","Verzendkosten","3.99","0.00"
"6120","18311","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"6132","18317","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"6192","18405","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"6204","18410","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"6217","18417","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"6247","18438","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103348","18451","Verzendkosten","3.99","0.00"
"103349","18455","Verzendkosten","3.99","0.00"
"6315","18476","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"6338","18486","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103350","18489","Verzendkosten","3.99","0.00"
"6348","18491","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"6356","18496","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"6412","18591","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103351","18610","Verzendkosten","3.99","0.00"
"6463","18627","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"6483","18651","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"6514","18672","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103352","18676","Verzendkosten","3.99","0.00"
"103353","18730","Verzendkosten","3.99","0.00"
"6662","18737","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103354","18743","Verzendkosten","3.99","0.00"
"6716","18761","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"6734","18769","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"6764","18827","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"6776","18869","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"6789","18900","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"6828","18928","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103355","18937","Verzendkosten","3.99","0.00"
"142663","18948","Verzending","3.99","0.00"
"6867","18951","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"6871","18954","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"6879","18960","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"6901","18972","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"6925","18997","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103357","19019","Verzendkosten","3.99","0.00"
"103358","19021","Verzendkosten","3.99","0.00"
"7003","19034","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7021","19043","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7027","19046","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103359","19052","Verzendkosten","3.99","0.00"
"103360","19056","Verzendkosten","3.99","0.00"
"7105","19140","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7168","19176","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7176","19180","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7180","19182","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7218","19201","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7234","19210","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7240","19213","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103361","19218","Verzendkosten","3.99","0.00"
"7256","19221","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7297","19241","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7316","19250","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7351","19264","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7355","19266","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7406","19318","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7438","19355","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7471","19372","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103362","19377","Verzendkosten","3.99","0.00"
"103363","19416","Verzendkosten","3.99","0.00"
"7563","19520","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7573","19525","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7586","19564","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7620","19606","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103364","19609","Verzendkosten","3.99","0.00"
"7654","19633","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7664","19638","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7683","19673","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103365","19685","Verzendkosten","3.99","0.00"
"103366","19693","Verzendkosten","3.99","0.00"
"7739","19700","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7749","19705","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7782","19719","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7793","19724","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7797","19726","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103367","19732","Verzendkosten","3.99","0.00"
"103368","19744","Verzendkosten","3.99","0.00"
"103369","19785","Verzendkosten","3.99","0.00"
"7938","19794","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103370","19799","Verzendkosten","3.99","0.00"
"7958","19807","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7969","19823","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"7973","19827","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8005","19844","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8074","19953","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8086","19962","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8118","20018","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8122","20020","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8144","20030","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8172","20044","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103371","20054","Verzendkosten","3.99","0.00"
"8203","20060","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8216","20073","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103372","20081","Verzendkosten","3.99","0.00"
"103373","20103","Verzendkosten","3.99","0.00"
"8286","20116","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8292","20119","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8296","20121","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103374","20125","Verzendkosten","3.99","0.00"
"8319","20132","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8335","20139","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8367","20155","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8377","20160","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103375","20170","Verzendkosten","3.99","0.00"
"8411","20178","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8436","20190","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103376","20196","Verzendkosten","3.99","0.00"
"8454","20199","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8463","20204","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8479","20212","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8520","20235","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103377","20242","Verzendkosten","3.99","0.00"
"103378","20247","Verzendkosten","3.99","0.00"
"103379","20249","Verzendkosten","3.99","0.00"
"8562","20258","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103380","20271","Verzendkosten","3.99","0.00"
"8600","20276","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8614","20284","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8666","20310","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8672","20313","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8694","20323","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8704","20329","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103381","20332","Verzendkosten","3.99","0.00"
"103382","20337","Verzendkosten","3.99","0.00"
"8728","20342","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8820","20461","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103383","20492","Verzendkosten","3.99","0.00"
"103384","20494","Verzendkosten","3.99","0.00"
"8872","20507","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8891","20518","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"8968","20558","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"103385","20560","Verzendkosten","3.99","0.00"
"103386","20568","Verzendkosten","3.99","0.00"
"9001","20573","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103387","20577","Verzendkosten","3.99","0.00"
"9013","20579","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"9017","20581","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"9054","20600","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103388","20608","Verzendkosten","3.99","0.00"
"103389","20630","Verzendkosten","3.99","0.00"
"9109","20673","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"9151","20700","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"9161","20705","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103390","20710","Verzendkosten","3.99","0.00"
"9188","20728","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"9257","20772","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"9269","20793","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"9292","20809","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"9302","20814","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"9306","20816","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103391","20824","Verzendkosten","3.99","0.00"
"9381","20865","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103392","20893","Verzendkosten","3.99","0.00"
"103393","20900","Verzendkosten","3.99","0.00"
"9416","20910","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"9436","20920","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103394","20923","Verzendkosten","3.99","0.00"
"103395","20925","Verzendkosten","3.99","0.00"
"9488","20945","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103396","21003","Verzendkosten","3.99","0.00"
"9667","21028","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103397","21035","Verzendkosten","3.99","0.00"
"9776","21107","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"9799","21117","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"9806","21122","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103398","21126","Verzendkosten","3.99","0.00"
"9835","21138","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"9845","21143","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"9853","21149","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"9872","21169","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"9908","21185","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103399","21227","Verzendkosten","3.99","0.00"
"103400","21280","Verzendkosten","3.99","0.00"
"10001","21311","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"10053","21379","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103401","21404","Verzendkosten","3.99","0.00"
"10136","21504","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"10156","21514","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103402","21524","Verzendkosten","3.99","0.00"
"103403","21542","Verzendkosten","3.99","0.00"
"10316","21609","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"10320","21627","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"10333","21633","Gratis verzending (t.w.v. €7,25)","0.00","0.00"
"103404","21650","Verzendkosten","3.99","0.00"
"10418","21844","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103405","22009","Verzendkosten","3.99","0.00"
"10506","22011","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103406","22079","Verzendkosten","3.99","0.00"
"10576","22084","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"10604","22098","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"10646","22137","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103407","22167","Verzendkosten","3.99","0.00"
"103408","22170","Verzendkosten","3.99","0.00"
"10734","22176","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"10743","22180","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"10760","22188","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"10764","22190","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"10805","22209","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"10813","22213","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"10829","22221","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"10838","22225","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"10864","22237","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103409","22239","Verzendkosten","3.99","0.00"
"103410","22252","Verzendkosten","3.99","0.00"
"10926","22267","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"10934","22271","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"10940","22274","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103411","22277","Verzendkosten","3.99","0.00"
"103412","22291","Verzendkosten","3.99","0.00"
"10990","22297","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"11018","22310","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103413","22344","Verzendkosten","3.99","0.00"
"11111","22356","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"11122","22361","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103414","22389","Verzendkosten","3.99","0.00"
"11199","22400","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103415","22407","Verzendkosten","3.99","0.00"
"103416","22439","Verzendkosten","3.99","0.00"
"11314","22464","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103417","22467","Verzendkosten","3.99","0.00"
"11326","22470","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"11351","22508","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"11391","22525","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103418","22529","Verzendkosten","3.99","0.00"
"11510","22641","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"11528","22663","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"11590","22692","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"11603","22699","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"11609","22703","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"11644","22768","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103419","22774","Verzendkosten","3.99","0.00"
"11666","22778","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103420","22784","Verzendkosten","3.99","0.00"
"11732","22809","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"11771","22826","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"11799","22839","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103421","22858","Verzendkosten","3.99","0.00"
"11860","22866","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"11864","22868","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"11873","22873","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103422","22876","Verzendkosten","3.99","0.00"
"11894","22883","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"11903","22902","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"11943","22935","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"11956","22942","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"11998","22973","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12059","23011","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12078","23033","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12121","23084","Gratis verzending (t.w.v. €9,00)","0.00","0.00"
"12128","23087","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12132","23089","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12186","23134","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12198","23140","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12206","23146","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12237","23167","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12249","23173","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103423","23182","Verzendkosten","3.99","0.00"
"12271","23184","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103424","23200","Verzendkosten","3.99","0.00"
"12369","23222","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12384","23230","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103425","23232","Verzendkosten","3.99","0.00"
"12437","23258","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103426","23265","Verzendkosten","3.99","0.00"
"103427","23287","Verzendkosten","3.99","0.00"
"12505","23292","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12524","23301","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12537","23318","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12551","23325","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12578","23362","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12605","23375","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12654","23399","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12685","23420","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12689","23422","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"12699","23426","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
"103428","23441","Verzendkosten","3.99","0.00"
"12735","23444","Gratis verzending (t.w.v. €6,75)","0.00","0.00"
