"SubscriptionShippingID","SubscriptionID","ShippingMethodName","ShippingCost","ShippingTax"
"116451","83649","Vast tarief","3.99","0.00"
"116465","83656","Vast tarief","3.99","0.00"
"116474","83660","Vast tarief","3.99","0.00"
"116501","83673","Gratis verzending","0.00","0.00"
"116549","83694","Vast tarief","3.99","0.00"
"116625","83729","Vast tarief","3.99","0.00"
"116783","83813","Vast tarief","3.99","0.00"
"116825","83831","Gratis verzending","0.00","0.00"
"116836","83836","Vast tarief","3.99","0.00"
"116868","83848","Vast tarief","3.99","0.00"
"116909","83867","Vast tarief","3.99","0.00"
"116933","83878","Vast tarief","3.99","0.00"
"116953","83887","Vast tarief","3.99","0.00"
"116969","83894","Vast tarief","3.99","0.00"
"117025","83921","Vast tarief","3.99","0.00"
"117058","83936","Vast tarief","3.99","0.00"
"117088","83950","Vast tarief","3.99","0.00"
"117121","83964","Vast tarief","3.99","0.00"
"117173","83989","Vast tarief","3.99","0.00"
"117190","83996","Vast tarief","3.99","0.00"
"117294","84048","Vast tarief","3.99","0.00"
"117405","84104","Vast tarief","0.00","0.00"
"117511","84150","Vast tarief","3.99","0.00"
"117527","84156","Gratis verzending","0.00","0.00"
"117608","84192","Vast tarief","3.99","0.00"
"117634","84204","Vast tarief","3.99","0.00"
"117677","84223","Vast tarief","3.99","0.00"
"117693","84231","Vast tarief","3.99","0.00"
"117712","84241","Vast tarief","3.99","0.00"
"117719","84244","Vast tarief","3.99","0.00"
"117739","84255","Vast tarief","3.99","0.00"
"117749","84259","Vast tarief","3.99","0.00"
"117764","84266","Vast tarief","3.99","0.00"
"117901","84334","Vast tarief","3.99","0.00"
"117919","84343","Vast tarief","3.99","0.00"
"117939","84353","Vast tarief","3.99","0.00"
"117973","84370","Vast tarief","3.99","0.00"
"117994","84381","Vast tarief","3.99","0.00"
"118000","84384","Vast tarief","3.99","0.00"
"125439","84395","Verzendmethoden","3.99","0.00"
"118090","84428","Vast tarief","3.99","0.00"
"118105","84436","Vast tarief","3.99","0.00"
"118150","84458","Vast tarief","3.99","0.00"
"118177","84470","Gratis verzending","0.00","0.00"
"156669","84470","Verzending","4.99","0.00"
"118182","84472","Vast tarief","3.99","0.00"
"118339","84546","Vast tarief","3.99","0.00"
"118400","84576","Vast tarief","3.99","0.00"
"118426","84588","Vast tarief","3.99","0.00"
"118459","84604","Vast tarief","3.99","0.00"
"118512","84627","Vast tarief","3.99","0.00"
"118543","84645","Vast tarief","3.99","0.00"
"118598","84670","Vast tarief","3.99","0.00"
"118661","84699","Vast tarief","3.99","0.00"
"118797","84759","Vast tarief","3.99","0.00"
"118848","84782","Vast tarief","3.99","0.00"
"118854","84785","Vast tarief","3.99","0.00"
"118938","84824","Vast tarief","3.99","0.00"
"118955","84831","Vast tarief","3.99","0.00"
"118976","84840","Vast tarief","3.99","0.00"
"119011","84855","Vast tarief","3.99","0.00"
"119080","84886","Vast tarief","3.99","0.00"
"119106","84902","Vast tarief","3.99","0.00"
"119166","84930","Vast tarief","3.99","0.00"
"119207","84950","Vast tarief","3.99","0.00"
"119231","84962","Vast tarief","3.99","0.00"
"119263","84976","Vast tarief","3.99","0.00"
"119303","84995","Vast tarief","3.99","0.00"
"119364","85024","Vast tarief","3.99","0.00"
"119377","85030","Vast tarief","3.99","0.00"
"119389","85036","Vast tarief","3.99","0.00"
"119395","85039","Vast tarief","3.99","0.00"
"119409","85046","Vast tarief","3.99","0.00"
"119472","85074","Vast tarief","3.99","0.00"
"119477","85076","Vast tarief","3.99","0.00"
"119486","85080","Vast tarief","3.99","0.00"
"119496","85085","Vast tarief","3.99","0.00"
"119580","85129","Vast tarief","3.99","0.00"
"119589","85133","Vast tarief","3.99","0.00"
"119631","85151","Vast tarief","3.99","0.00"
"119697","85181","Vast tarief","3.99","0.00"
"119723","85193","Vast tarief","3.99","0.00"
"119739","85200","Vast tarief","3.99","0.00"
"119751","85205","Vast tarief","3.99","0.00"
"119774","85216","Vast tarief","3.99","0.00"
"119793","85229","Vast tarief","3.99","0.00"
"119806","85235","Vast tarief","3.99","0.00"
"119827","85245","Vast tarief","3.99","0.00"
"119904","85282","Vast tarief","3.99","0.00"
"119956","85304","Vast tarief","3.99","0.00"
"119960","85306","Vast tarief","3.99","0.00"
"119980","85314","Vast tarief","3.99","0.00"
"120009","85331","Vast tarief","3.99","0.00"
"120025","85339","Vast tarief","3.99","0.00"
"120045","85349","Vast tarief","3.99","0.00"
"120105","85373","Vast tarief","3.99","0.00"
"120116","85378","Vast tarief","3.99","0.00"
"120182","85405","Vast tarief","3.99","0.00"
"120203","85414","Vast tarief","3.99","0.00"
"120241","85433","Vast tarief","3.99","0.00"
"120296","85464","Vast tarief","3.99","0.00"
"120313","85472","Vast tarief","3.99","0.00"
"120342","85486","Vast tarief","3.99","0.00"
"120350","85490","Vast tarief","3.99","0.00"
"120368","85498","Vast tarief","3.99","0.00"
"120507","85562","Vast tarief","3.99","0.00"
"120526","85570","Vast tarief","3.99","0.00"
"120588","85597","Vast tarief","3.99","0.00"
"120602","85603","Vast tarief","3.99","0.00"
"120618","85610","Vast tarief","3.99","0.00"
"120697","85653","Vast tarief","3.99","0.00"
"120721","85663","Vast tarief","3.99","0.00"
"120804","85702","Vast tarief","3.99","0.00"
"120837","85716","Gratis verzending","0.00","0.00"
"120858","85723","Vast tarief","3.99","0.00"
"120864","85726","Vast tarief","3.99","0.00"
"120888","85737","Vast tarief","3.99","0.00"
"120932","85755","Vast tarief","3.99","0.00"
"120962","85768","Vast tarief","3.99","0.00"
"121009","85788","Vast tarief","3.99","0.00"
"121033","85799","Vast tarief","3.99","0.00"
"121047","85806","Vast tarief","3.99","0.00"
"121072","85817","Vast tarief","3.99","0.00"
"121099","85829","Vast tarief","3.99","0.00"
"121132","85859","Vast tarief","3.99","0.00"
"121198","85894","Vast tarief","3.99","0.00"
"121224","85906","Vast tarief","3.99","0.00"
"121235","85910","Vast tarief","3.99","0.00"
"121262","85922","Vast tarief","3.99","0.00"
"121299","85943","Vast tarief","3.99","0.00"
"121317","85951","Vast tarief","3.99","0.00"
"121321","85953","Vast tarief","3.99","0.00"
"121410","86029","Vast tarief","3.99","0.00"
"121483","86057","Vast tarief","3.99","0.00"
"121659","86125","Vast tarief","3.99","0.00"
"121765","86219","Vast tarief","3.99","0.00"
"121769","86221","Vast tarief","3.99","0.00"
"121773","86223","Vast tarief","3.99","0.00"
"121785","86228","Vast tarief","3.99","0.00"
"121794","86232","Vast tarief","3.99","0.00"
"121799","86234","Vast tarief","3.99","0.00"
"121803","86236","Vast tarief","3.99","0.00"
"121817","86242","Vast tarief","3.99","0.00"
"121846","86255","Vast tarief","3.99","0.00"
"121860","86262","Gratis verzending","0.00","0.00"
"121870","86267","Vast tarief","3.99","0.00"
"121878","86271","Vast tarief","3.99","0.00"
"121885","86274","Vast tarief","3.99","0.00"
"121897","86278","Vast tarief","3.99","0.00"
"121906","86282","Vast tarief","3.99","0.00"
"121922","86290","Vast tarief","3.99","0.00"
"121952","86304","Vast tarief","3.99","0.00"
"121956","86306","Vast tarief","3.99","0.00"
"121971","86313","Vast tarief","3.99","0.00"
"121983","86318","Vast tarief","3.99","0.00"
"121987","86320","Vast tarief","3.99","0.00"
"121998","86325","Vast tarief","3.99","0.00"
"122011","86331","Vast tarief","3.99","0.00"
"122020","86335","Vast tarief","3.99","0.00"
"122067","86356","Vast tarief","3.99","0.00"
"122075","86360","Vast tarief","3.99","0.00"
"122091","86367","Vast tarief","3.99","0.00"
"122106","86374","Vast tarief","3.99","0.00"
"122120","86380","Vast tarief","3.99","0.00"
"122125","86382","Vast tarief","3.99","0.00"
"122141","86389","Vast tarief","3.99","0.00"
"122159","86397","Gratis verzending","0.00","0.00"
"122170","86401","Vast tarief","3.99","0.00"
"122178","86404","Vast tarief","3.99","0.00"
"122195","86408","Vast tarief","3.99","0.00"
"122202","86411","Vast tarief","3.99","0.00"
"122219","86418","Vast tarief","3.99","0.00"
"122229","86423","Vast tarief","3.99","0.00"
"122251","86431","Vast tarief","3.99","0.00"
"122256","86433","Vast tarief","3.99","0.00"
"122264","86437","Vast tarief","3.99","0.00"
"122344","86471","Vast tarief","3.99","0.00"
"122435","86514","Vast tarief","3.99","0.00"
"122468","86528","Vast tarief","3.99","0.00"
"122493","86538","Vast tarief","3.99","0.00"
"122575","86576","Vast tarief","3.99","0.00"
"122600","86588","Vast tarief","3.99","0.00"
"122637","86600","Vast tarief","3.99","0.00"
"122643","86603","Vast tarief","3.99","0.00"
"122710","86632","Vast tarief","3.99","0.00"
"122862","86706","Vast tarief","3.99","0.00"
"122952","86753","Vast tarief","3.99","0.00"
"122972","86767","Vast tarief","3.99","0.00"
"122984","86772","Vast tarief","3.99","0.00"
"123109","86828","Vast tarief","3.99","0.00"
"123152","86847","Vast tarief","3.99","0.00"
"123162","86850","Vast tarief","3.99","0.00"
"123175","86859","Vast tarief","3.99","0.00"
"123179","86861","Vast tarief","3.99","0.00"
"123284","86912","Vast tarief","3.99","0.00"
"123333","86937","Vast tarief","3.99","0.00"
"123477","87007","Vast tarief","3.99","0.00"
"123526","87032","Vast tarief","3.99","0.00"
"123608","87071","Vast tarief","3.99","0.00"
"123674","87102","Vast tarief","3.99","0.00"
"123701","87113","Vast tarief","3.99","0.00"
"123719","87122","Vast tarief","3.99","0.00"
"123889","87202","Vast tarief","3.99","0.00"
"123907","87209","Vast tarief","3.99","0.00"
"123922","87216","Vast tarief","3.99","0.00"
"123944","87225","Gratis verzending","0.00","0.00"
"124027","87265","Vast tarief","3.99","0.00"
"124054","87279","Vast tarief","3.99","0.00"
"124080","87291","Vast tarief","3.99","0.00"
"124101","87301","Vast tarief","3.99","0.00"
"124105","87303","Vast tarief","3.99","0.00"
"124150","87322","Vast tarief","3.99","0.00"
"124186","87338","Vast tarief","3.99","0.00"
"124204","87346","Vast tarief","3.99","0.00"
"124303","87392","Vast tarief","3.99","0.00"
"124333","87407","Vast tarief","3.99","0.00"
"124355","87417","Vast tarief","3.99","0.00"
"124409","87444","Vast tarief","3.99","0.00"
"124413","87446","Vast tarief","3.99","0.00"
"124441","87459","Vast tarief","3.99","0.00"
"124456","87466","Vast tarief","3.99","0.00"
"124461","87468","Vast tarief","3.99","0.00"
"124475","87474","Vast tarief","3.99","0.00"
"124481","87477","Vast tarief","3.99","0.00"
"125386","87511","Verzendmethoden","3.99","0.00"
"124619","87540","Vast tarief","3.99","0.00"
"124624","87542","Gratis verzending","0.00","0.00"
"124634","87547","Vast tarief","3.99","0.00"
"124657","87576","Vast tarief","3.99","0.00"
"124701","87597","Vast tarief","3.99","0.00"
"124708","87600","Vast tarief","3.99","0.00"
"124751","87624","Vast tarief","3.99","0.00"
"124928","87707","Vast tarief","3.99","0.00"
"124933","87709","Vast tarief","3.99","0.00"
"124999","87736","Vast tarief","3.99","0.00"
"125026","87749","Vast tarief","3.99","0.00"
"125246","87861","Gratis verzending","0.00","0.00"
"125259","87866","Vast tarief","3.99","0.00"
"125275","87872","Vast tarief","3.99","0.00"
"125285","87876","Vast tarief","3.99","0.00"
"125292","87879","Vast tarief","3.99","0.00"
"125298","87882","Vast tarief","3.99","0.00"
"125313","87889","Vast tarief","3.99","0.00"
"125323","87894","Vast tarief","3.99","0.00"
"125427","87943","Vast tarief","3.99","0.00"
"125456","87956","Vast tarief","3.99","0.00"
"125489","87980","Vast tarief","3.99","0.00"
"125494","87982","Vast tarief","3.99","0.00"
"125566","88037","Vast tarief","3.99","0.00"
"125666","88091","Vast tarief","3.99","0.00"
"125713","88113","Vast tarief","3.99","0.00"
"125756","88129","Gratis verzending","0.00","0.00"
"125774","88138","Vast tarief","3.99","0.00"
"125801","88151","Vast tarief","3.99","0.00"
"125819","88158","Gratis verzending","0.00","0.00"
"125899","88195","Vast tarief","3.99","0.00"
"125905","88198","Vast tarief","3.99","0.00"
"125911","88201","Vast tarief","3.99","0.00"
"125957","88224","Vast tarief","3.99","0.00"
"125969","88230","Vast tarief","3.99","0.00"
"126033","88265","Gratis verzending","0.00","0.00"
"126052","88274","Gratis verzending","0.00","0.00"
"126060","88277","Vast tarief","1.99","0.00"
"126168","88333","Vast tarief","3.99","0.00"
"126260","88379","Vast tarief","3.99","0.00"
"126268","88387","Vast tarief","3.99","0.00"
"126378","88438","Vast tarief","3.99","0.00"
"126405","88451","Vast tarief","3.99","0.00"
"126422","88459","Vast tarief","3.99","0.00"
"126453","88472","Vast tarief","3.99","0.00"
"126467","88478","Vast tarief","3.99","0.00"
"126512","88498","Vast tarief","3.99","0.00"
"126520","88502","Vast tarief","3.99","0.00"
"126524","88504","Vast tarief","3.99","0.00"
"126529","88506","Vast tarief","3.99","0.00"
"126547","88510","Vast tarief","3.99","0.00"
"126554","88514","Vast tarief","3.99","0.00"
"126564","88519","Vast tarief","3.99","0.00"
"126628","88551","Vast tarief","3.99","0.00"
"126695","88583","Vast tarief","3.99","0.00"
"126725","88598","Vast tarief","3.99","0.00"
"126737","88604","Vast tarief","3.99","0.00"
"126772","88621","Vast tarief","3.99","0.00"
"126778","88624","Vast tarief","3.99","0.00"
"126891","88676","Vast tarief","3.99","0.00"
"126951","88701","Vast tarief","3.99","0.00"
"126965","88708","Vast tarief","3.99","0.00"
"127011","88730","Vast tarief","3.99","0.00"
"127036","88742","Vast tarief","3.99","0.00"
"127051","88749","Vast tarief","3.99","0.00"
"127150","88795","Vast tarief","3.99","0.00"
"149779","88835","Verzending","4.99","0.00"
"127330","88876","Vast tarief","3.99","0.00"
"127357","88888","Vast tarief","3.99","0.00"
"127478","88948","Vast tarief","3.99","0.00"
"127493","88955","Vast tarief","3.99","0.00"
"127567","88989","Vast tarief","3.99","0.00"
"127622","89019","Vast tarief","3.99","0.00"
"127640","89112","Gratis verzending","0.00","0.00"
"127649","89266","Vast tarief","3.99","0.00"
"127658","89269","Vast tarief","3.99","0.00"
"127676","89277","Vast tarief","3.99","0.00"
"127858","89360","Vast tarief","3.99","0.00"
"127877","89369","Vast tarief","3.99","0.00"
"133070","89378","Verzendmethoden","3.99","0.00"
"128011","89427","Vast tarief","3.99","0.00"
"128024","89433","Vast tarief","3.99","0.00"
"128044","89443","Vast tarief","3.99","0.00"
"128304","89565","Gratis verzending","0.00","0.00"
"128331","89578","Vast tarief","3.99","0.00"
"128487","89656","Vast tarief","3.99","0.00"
"128503","89664","Vast tarief","3.99","0.00"
"128592","89705","Vast tarief","3.99","0.00"
"128795","89802","Vast tarief","3.99","0.00"
"128829","89819","Vast tarief","3.99","0.00"
"128889","89847","Vast tarief","3.99","0.00"
"128922","89862","Vast tarief","3.99","0.00"
"129105","89954","Vast tarief","3.99","0.00"
"129144","89972","Vast tarief","3.99","0.00"
"129234","90017","Vast tarief","3.99","0.00"
"129434","90111","Vast tarief","3.99","0.00"
"129550","90165","Vast tarief","3.99","0.00"
"129592","90187","Vast tarief","3.99","0.00"
"129701","90241","Vast tarief","3.99","0.00"
"129823","90298","Vast tarief","3.99","0.00"
"129834","90303","Vast tarief","3.99","0.00"
"129924","90344","Vast tarief","3.99","0.00"
"129977","90370","Vast tarief","3.99","0.00"
"129989","90375","Vast tarief","3.99","0.00"
"130014","90387","Vast tarief","3.99","0.00"
"130028","90394","Vast tarief","3.99","0.00"
"133941","90436","Verzendmethoden","3.99","0.00"
"130179","90468","Vast tarief","3.99","0.00"
"130195","90476","Vast tarief","3.99","0.00"
"130214","90485","Vast tarief","3.99","0.00"
"130408","90577","Vast tarief","3.99","0.00"
"130468","90607","Vast tarief","3.99","0.00"
"130626","91186","Gratis verzending","0.00","0.00"
"130655","91200","Vast tarief","3.99","0.00"
"130663","91204","Vast tarief","3.99","0.00"
"130830","91284","Vast tarief","3.99","0.00"
"130876","91305","Vast tarief","3.99","0.00"
"130899","91316","Vast tarief","3.99","0.00"
"130963","91345","Vast tarief","3.99","0.00"
"130970","91348","Vast tarief","3.99","0.00"
"131003","91363","Vast tarief","3.99","0.00"
"131017","91369","Vast tarief","3.99","0.00"
"131077","91396","Vast tarief","3.99","0.00"
"131093","91404","Vast tarief","3.99","0.00"
"131209","91458","Vast tarief","3.99","0.00"
"131223","91465","Vast tarief","3.99","0.00"
"131315","91512","Vast tarief","3.99","0.00"
"131329","91519","Vast tarief","3.99","0.00"
"131395","91551","Vast tarief","3.99","0.00"
"131645","91664","Vast tarief","3.99","0.00"
"131649","91666","Vast tarief","3.99","0.00"
"131732","91703","Vast tarief","3.99","0.00"
"131797","91732","Vast tarief","3.99","0.00"
"131896","91772","Vast tarief","3.99","0.00"
"132106","91855","Vast tarief","3.99","0.00"
"132142","91874","Vast tarief","3.99","0.00"
"132189","91893","Vast tarief","3.99","0.00"
"132395","91988","Vast tarief","3.99","0.00"
"132479","92028","Vast tarief","3.99","0.00"
"132582","92077","Vast tarief","3.99","0.00"
"132647","92108","Vast tarief","3.99","0.00"
"132657","92113","Vast tarief","3.99","0.00"
"132692","92133","Vast tarief","3.99","0.00"
"132708","92141","Vast tarief","3.99","0.00"
"132734","92151","Vast tarief","3.99","0.00"
"132739","92153","Vast tarief","3.99","0.00"
"132745","92157","Vast tarief","3.99","0.00"
"132789","92179","Vast tarief","3.99","0.00"
"132794","92181","Vast tarief","3.99","0.00"
"132990","92273","Gratis verzending","0.00","0.00"
"133011","92282","Vast tarief","4.99","0.00"
"133020","92286","Vast tarief","4.99","0.00"
"133043","92298","Vast tarief","4.99","0.00"
"133049","92301","Vast tarief","4.99","0.00"
"133060","92306","Vast tarief","4.99","0.00"
"133114","92329","Vast tarief","4.99","0.00"
"133129","92338","Vast tarief","4.99","0.00"
"133135","92341","Vast tarief","4.99","0.00"
"133284","92411","Vast tarief","4.99","0.00"
"133300","92419","Vast tarief","4.99","0.00"
"133310","92424","Vast tarief","4.99","0.00"
"133344","92439","Vast tarief","4.99","0.00"
"133358","92445","Vast tarief","4.99","0.00"
"133397","92463","Vast tarief","4.99","0.00"
"133441","92483","Vast tarief","4.99","0.00"
"133476","92499","Vast tarief","4.99","0.00"
"133538","92526","Vast tarief","4.99","0.00"
"133722","92617","Vast tarief","4.99","0.00"
"133878","92690","Vast tarief","4.99","0.00"
"133882","92692","Vast tarief","4.99","0.00"
"133886","92694","Vast tarief","4.99","0.00"
"133915","92706","Vast tarief","4.99","0.00"
"133922","92709","Vast tarief","4.99","0.00"
"133928","92711","Vast tarief","4.99","0.00"
"134059","92771","Vast tarief","4.99","0.00"
"134107","92794","Vast tarief","4.99","0.00"
"134135","92807","Vast tarief","4.99","0.00"
"134141","92809","Vast tarief","4.99","0.00"
"134157","92816","Vast tarief","4.99","0.00"
"134203","92837","Vast tarief","4.99","0.00"
"134215","92843","Vast tarief","4.99","0.00"
"134300","92878","Vast tarief","4.99","0.00"
"134316","92886","Vast tarief","4.99","0.00"
"134381","92927","Vast tarief","4.99","0.00"
"134442","92957","Vast tarief","4.99","0.00"
"134460","92965","Vast tarief","4.99","0.00"
"134562","93014","Vast tarief","4.99","0.00"
"134575","93019","Vast tarief","4.99","0.00"
"134749","93102","Vast tarief","4.99","0.00"
"134772","93112","Vast tarief","4.99","0.00"
"134828","93139","Vast tarief","4.99","0.00"
"134897","93170","Vast tarief","4.99","0.00"
"135050","93371","Vast tarief","4.99","0.00"
"135066","93380","Vast tarief","4.99","0.00"
"135101","93417","Vast tarief","4.99","0.00"
"135133","93495","Gratis verzending","4.99","0.00"
"158073","93495","Verzending","0.00","0.00"
"135191","93522","Vast tarief","4.99","0.00"
"135195","93524","Vast tarief","4.99","0.00"
"135215","93536","Vast tarief","4.99","0.00"
"135227","93542","Vast tarief","4.99","0.00"
"135303","93576","Vast tarief","4.99","0.00"
"135318","93584","Vast tarief","4.99","0.00"
"135349","93596","Vast tarief","4.99","0.00"
"135353","93598","Vast tarief","4.99","0.00"
"135357","93600","Gratis verzending","0.00","0.00"
"135368","93605","Vast tarief","4.99","0.00"
"135386","93614","Vast tarief","4.99","0.00"
"135397","93619","Vast tarief","4.99","0.00"
"135463","93650","Vast tarief","4.99","0.00"
"135498","93665","Vast tarief","4.99","0.00"
"135524","93675","Vast tarief","4.99","0.00"
"135560","93692","Vast tarief","4.99","0.00"
"135564","93693","Vast tarief","4.99","0.00"
"147646","93725","Verzending","4.99","0.00"
"135710","93762","Vast tarief","4.99","0.00"
"135785","93800","Vast tarief","4.99","0.00"
"135880","93846","Vast tarief","4.99","0.00"
"135952","93878","Vast tarief","4.99","0.00"
"136000","93894","Vast tarief","4.99","0.00"
"136091","93937","Vast tarief","4.99","0.00"
"136300","94038","Vast tarief","4.99","0.00"
"136319","94047","Vast tarief","4.99","0.00"
"136330","94052","Vast tarief","4.99","0.00"
"136356","94063","Vast tarief","4.99","0.00"
"136423","94094","Vast tarief","4.99","0.00"
"136428","94096","Vast tarief","4.99","0.00"
"136500","94129","Vast tarief","4.99","0.00"
"136512","94135","Vast tarief","4.99","0.00"
"136558","94159","Vast tarief","4.99","0.00"
"136568","94164","Vast tarief","4.99","0.00"
"136673","94212","Vast tarief","4.99","0.00"
"136726","94237","Vast tarief","4.99","0.00"
"136879","94313","Vast tarief","4.99","0.00"
"136894","94320","Vast tarief","4.99","0.00"
"136934","94341","Vast tarief","4.99","0.00"
"136963","94354","Vast tarief","4.99","0.00"
"137031","94386","Vast tarief","4.99","0.00"
"137059","94399","Vast tarief","4.99","0.00"
"137151","94439","Vast tarief","4.99","0.00"
"137174","94449","Vast tarief","4.99","0.00"
"137294","94507","Vast tarief","4.99","0.00"
"137302","94510","Vast tarief","4.99","0.00"
"137310","94514","Vast tarief","4.99","0.00"
"137362","94540","Vast tarief","4.99","0.00"
"137379","94549","Vast tarief","4.99","0.00"
"137485","94595","Gratis verzending","0.00","0.00"
"137514","94609","Vast tarief","4.99","0.00"
"137642","94669","Vast tarief","4.99","0.00"
"137655","94675","Vast tarief","4.99","0.00"
"137810","94745","Vast tarief","4.99","0.00"
"137841","94760","Vast tarief","4.99","0.00"
"137984","94821","Vast tarief","4.99","0.00"
"138215","94911","Vast tarief","4.99","0.00"
"138219","94913","Vast tarief","4.99","0.00"
"138297","94949","Vast tarief","4.99","0.00"
"138316","94957","Vast tarief","4.99","0.00"
"138320","94959","Vast tarief","4.99","0.00"
"138342","94969","Vast tarief","4.99","0.00"
"138352","94973","Vast tarief","4.99","0.00"
"138350","94974","Vast tarief","4.99","0.00"
"138466","95021","Vast tarief","4.99","0.00"
"142798","95027","Verzending","4.99","0.00"
"138513","95041","Vast tarief","4.99","0.00"
"138577","95072","Vast tarief","4.99","0.00"
"138708","95136","Vast tarief","4.99","0.00"
"138719","95143","Vast tarief","4.99","0.00"
"138785","95177","Vast tarief","4.99","0.00"
"138792","95180","Vast tarief","4.99","0.00"
"138915","95239","Vast tarief","4.99","0.00"
"147479","95253","Verzending","4.99","0.00"
"139143","95352","Vast tarief","4.99","0.00"
"139233","95394","Vast tarief","4.99","0.00"
"139238","95396","Vast tarief","4.99","0.00"
"139256","95404","Vast tarief","4.99","0.00"
"139557","95544","Vast tarief","4.99","0.00"
"139561","95546","Vast tarief","4.99","0.00"
"139565","95548","Vast tarief","4.99","0.00"
"139641","95588","Vast tarief","4.99","0.00"
"139672","95604","Vast tarief","4.99","0.00"
"139676","95606","Vast tarief","4.99","0.00"
"139710","95623","Vast tarief","4.99","0.00"
"139736","95636","Vast tarief","4.99","0.00"
"139756","95646","Gratis verzending","0.00","0.00"
"139792","95661","Vast tarief","4.99","0.00"
"161562","95768","Verzending","4.99","0.00"
"139930","95802","Vast tarief","4.99","0.00"
"139940","95807","Vast tarief","4.99","0.00"
"139948","95811","Vast tarief","4.99","0.00"
"139986","95830","Vast tarief","4.99","0.00"
"140003","95838","Vast tarief","4.99","0.00"
"140125","95898","Vast tarief","4.99","0.00"
"140143","95906","Vast tarief","4.99","0.00"
"140169","95918","Vast tarief","4.99","0.00"
"140183","95924","Vast tarief","4.99","0.00"
"140236","95948","Gratis verzending","0.00","0.00"
"161135","95948","Verzending","4.99","0.00"
"140249","95951","Vast tarief","4.99","0.00"
"140261","95956","Vast tarief","4.99","0.00"
"140269","95960","Vast tarief","4.99","0.00"
"140303","95976","Vast tarief","4.99","0.00"
"146639","95978","Verzending","4.99","0.00"
"140340","95992","Vast tarief","4.99","0.00"
"140484","96056","Vast tarief","4.99","0.00"
"140488","96058","Vast tarief","4.99","0.00"
"140504","96065","Gratis verzending","0.00","0.00"
"140547","96087","Vast tarief","4.99","0.00"
"140661","96138","Vast tarief","4.99","0.00"
"140720","96165","Vast tarief","4.99","0.00"
"140824","96217","Vast tarief","4.99","0.00"
"140835","96222","Vast tarief","4.99","0.00"
"140844","96227","Vast tarief","4.99","0.00"
"149097","96240","Verzending","4.99","0.00"
"140958","96280","Vast tarief","4.99","0.00"
"140982","96292","Vast tarief","4.99","0.00"
"140993","96298","Vast tarief","4.99","0.00"
"141056","96329","Vast tarief","4.99","0.00"
"141068","96333","Vast tarief","4.99","0.00"
"141090","96343","Vast tarief","4.99","0.00"
"141288","96436","Vast tarief","4.99","0.00"
"141328","96454","Vast tarief","4.99","0.00"
"141339","96459","Vast tarief","4.99","0.00"
"141351","96465","Vast tarief","4.99","0.00"
"141411","96494","Gratis verzending","0.00","0.00"
"141504","96536","Vast tarief","4.99","0.00"
"141530","96548","Vast tarief","4.99","0.00"
"141556","96561","Vast tarief","4.99","0.00"
"141592","96580","Vast tarief","4.99","0.00"
"141639","96600","Gratis verzending","0.00","0.00"
"141690","96621","Vast tarief","4.99","0.00"
"141714","96633","Vast tarief","4.99","0.00"
"141783","96665","Vast tarief","4.99","0.00"
"141842","96699","Vast tarief","4.99","0.00"
"141867","96713","Vast tarief","4.99","0.00"
"141889","96723","Vast tarief","4.99","0.00"
"142054","96801","Vast tarief","4.99","0.00"
"142107","96828","Vast tarief","4.99","0.00"
"142123","96836","Vast tarief","4.99","0.00"
"142139","96840","Gratis verzending","0.00","0.00"
"142224","96879","Vast tarief","4.99","0.00"
"142234","96883","Vast tarief","4.99","0.00"
"142382","97200","Vast tarief","4.99","0.00"
"142412","97226","Vast tarief","4.99","0.00"
"142425","97233","Vast tarief","4.99","0.00"
"146482","97235","Verzending","4.99","0.00"
"142451","97245","Gratis verzending","0.00","0.00"
"142541","97289","Vast tarief","4.99","0.00"
"142554","97295","Vast tarief","4.99","0.00"
"142559","97297","Vast tarief","4.99","0.00"
"142568","97302","Vast tarief","4.99","0.00"
"142573","97304","Vast tarief","4.99","0.00"
"142577","97307","Vast tarief","4.99","0.00"
"142599","97317","Vast tarief","4.99","0.00"
"142642","97338","Vast tarief","4.99","0.00"
"142829","97523","Vast tarief","4.99","0.00"
"142876","97542","Vast tarief","4.99","0.00"
"142907","97557","Vast tarief","4.99","0.00"
"142933","97569","Vast tarief","4.99","0.00"
"143122","97657","Vast tarief","4.99","0.00"
"143358","97768","Vast tarief","4.99","0.00"
"143448","97811","Vast tarief","4.99","0.00"
"143521","98030","Vast tarief","4.99","0.00"
"143546","98041","Vast tarief","4.99","0.00"
"143575","98055","Vast tarief","4.99","0.00"
"143603","98069","Vast tarief","4.99","0.00"
"143618","98075","Vast tarief","4.99","0.00"
"143780","98156","Vast tarief","4.99","0.00"
"143784","98158","Vast tarief","4.99","0.00"
"143793","98161","Vast tarief","4.99","0.00"
"143955","98241","Vast tarief","4.99","0.00"
"144035","98279","Vast tarief","4.99","0.00"
"144305","98423","Gratis verzending","4.99","0.00"
"144378","98423","Verzending","0.00","0.00"
"144348","98443","Vast tarief","4.99","0.00"
"144352","98445","Vast tarief","4.99","0.00"
"144395","98463","Vast tarief","4.99","0.00"
"144403","98467","Vast tarief","4.99","0.00"
"144547","98533","Gratis verzending","0.00","0.00"
"144563","98539","Vast tarief","4.99","0.00"
"144589","98551","Vast tarief","4.99","0.00"
"144601","98557","Vast tarief","4.99","0.00"
